status_id_str,user_id_str,in_reply_to_user_id_str,in_reply_to_status_id_str
2378176680899548233,5663795699582003138,,
-6177568487892464708,-4864085644949176847,,
5281578011998919503,5676371902641289940,5.135341992756429e+18,1.0208523587010886e+18
-1425553577097506523,-7866347457592380646,,
-5618427198675229220,-572290290032184526,,
-560363851876970528,-3594827722923816698,,
3052202636942232937,1268400244558754979,-7.373660981282826e+18,-3.012731028970133e+18
4872947791644686236,8202876879175962852,,
-4866767078188245571,7286198646542708546,4.3624901376437197e+18,7.479652797910419e+18
3045834110605371867,3775099003673371692,,
-1172253106007141353,-1485417287964594431,,
8842224365844565248,6478197399762793038,,
3371002033246903608,-5801801990455523790,,
-1504396666989726571,-256622443937215064,,
6391855783426073758,874095515889308916,,
-2498325149770206779,1321410916569423415,,
7707984318775722654,-5409142178430903119,-6.353089115533014e+18,-5.568997896919847e+18
8629097143131374342,-4001732432324190411,,
472885387802868246,7389244204694158101,,
8511775286087085961,7683802023978090748,,
9150073277265624390,-1753968112442954543,,
-7213707732594889731,2895878374566408503,,
-9203023212075148753,5813255434221196618,,
-5289934169439994971,-5105854311291159530,,
-1804436734659192652,1489624088373927907,,
5201234344220015457,-6961061582188782680,9.12012299752051e+18,3.9447573544450964e+18
3140777383197662669,-833992016409169126,,
93073035462904127,-5506373714987035072,,
-2790913433226509352,-3327385273650161917,,
4576390265884828091,6698895145415372022,,
5738403531374866275,4305759042969462350,,
-5662252300255507365,3936107507905078367,,
4872947791644686236,8202876879175962852,,
-7990962900985213151,8762716136531729656,,
3777541964766776244,-1913370847502792799,,
-6453927012479381174,-4792055453329388076,,
101822423272094466,4489237624784671153,,
-1130697087960560687,4469070322243218956,,
2331363669167982414,-5130938264382763477,,
2116312874317164909,-1527689166571310003,,
-8648137721395049975,-6944538727644521677,,
-616507135599360904,-8427966017965669548,,
-3996708267417184328,-778227007179944969,,
1522277193138267507,-9053543078139295655,,
1429422067689484410,-8616845180357148357,-6.037309605315329e+18,4.783861073929858e+18
-1956712031476105661,868635820024038668,,
5661412346639413923,-8934807796357923019,,
-4061998996041845658,377362383604422653,,
-3259435671668589396,982984480447555614,,
-3215154047752625588,6273907846294072883,,
1542868979046620649,-3305262673201352061,,
-5092326855474889556,-618092372784560212,,
-8610622753011887846,4733609948776235607,,
-6812187912622764457,5126342496801835557,,
-1136402386540218272,-3774744987843586823,,
-4718183043809627788,1566400224002657797,,
3355366061373180453,-5506373714987035072,,
-6010789824495557419,-4510887337232609963,,
1384008552796824215,-3088595732714559657,,
5624575619022946740,-1392698042344458434,4.973813483633427e+18,7.61330672772016e+18
-6500083023171821596,-321418870625429894,,
-7372757293159109345,2960397409879688221,,
-6076538964474078760,-311068503358691024,,
1872908500910710230,4201003845946801641,,
6874927899052783939,-9192012854954509353,,
410727307046865559,3527126929194444856,-3.508810706892717e+18,2.983295622792095e+18
7776682140641729798,-278214004278639511,,
87881343281911703,-2118014370971584999,,
5556363036868600664,7171570144985237887,5.193167115572103e+18,
-2399088330566186907,1163509065516887339,,
8541628190154303557,-4245376590760140778,,
-8081819760263504298,-1232561995011771736,,
-7016522897145310289,-718243009854469464,,
-1936026236572561980,-3286584343620185269,,
-1484863026842878167,-1121049613178299568,1.250718021328527e+18,3.82795415183616e+18
-2230527100963347579,9122338215248894583,,
-1961998448049111141,3956724082062864328,8.653466804900259e+18,7.768766041019196e+18
-8569854172407706578,-6068763414648429817,,
6275165276444391684,5978379860590879776,,
-6527267614060684926,3151535669106543752,,
-530621063230320737,4675294038225969983,,
7432680176859845275,1796200957992518277,,
-6371091241458208511,-4159108311521966431,,
-1199752510482822120,-5612862777265504344,,
-3144419850862142306,-1137248343662293711,,
6711793940679607427,-4621938759847798924,,
8166581258045379410,5178074775992476285,,
9188037224367808471,-6638200773816165602,,
3261143673551931713,5681182141033169747,,
2558693317007802466,-8431642226236910268,,
-3608917791276503903,-3018546923669495295,,
5056389620230262020,5496449847580783849,-2.5271872746026394e+18,
8495028431562784329,-9196360918337189977,,
7821971175020324066,-5501393731624884493,,
5456824152958933668,-4249167303055483478,,
-1189751699080048106,4789219862037745187,-5.944769061732659e+17,-8.321158535513809e+18
9153133180798263739,-7567250154422168002,,
6593335569658558435,-1803057296902916716,3.7619090733669e+18,-8.594564444173295e+18
-1561405772137665297,1105722600716262612,,
794136821290333107,-5820811928751388627,,
2713228563447515889,1249447914648858858,-3.831058352829657e+18,-3.611251118183231e+18
-6181277187903950951,-2165650050599221300,,
-4784237568145847747,-2946198905515098142,,
3507676705935132780,2957125868547384335,,
7245844615540747177,-6366479733239293645,2.1357689334471841e+18,4.5260378531722016e+17
147324259157170967,8827412564042979660,,
-2966185695354739438,1520363751698393271,,
-8779093357756817752,-5510423573659809613,,
-1366287852889702837,3630612176531704024,,
-2058786016787908382,7605522059595501366,,
4488432054508036391,-91801056285344279,,
7672047677663708306,-6892527306263981736,,
-9200942632181931299,2625612907330968791,,
-4443954188386244078,7336700287316115573,,
7723134365349824656,3776558041602347338,,
7145035225815441957,6663517387820014780,,
3703630810660874823,3265076369287483703,,
97022005857062770,4613406164466962623,,
-534854657212190363,3441613744591260054,6.769888965427915e+18,8.238680707780956e+17
-1738834358463537630,-1008952015111243784,,
298357358844327346,-7764508470374999876,,
-6437943547544207312,696281535589583745,-1.1969068933629248e+18,-7.865065449192823e+18
4131806830367174020,-443817119885331581,,
-8971109858773072017,317724726792137500,-2.8844067054650245e+18,5.280327214244575e+18
-6344026418887126214,-2739360058956462015,,
-3634559226350570408,7174302221290672402,,
4203793640330340955,-3693087208105320101,,
-295114930300769982,-8029062930664165397,,
-2933806144477668010,-339895032973176342,,
8395333810663652595,1341348724119864764,,
983392559528328980,8453254769799838823,,
-5000649630256411853,-2644961915810118495,,
-6253986287295508337,-6563776845554837557,,
4662328242506628176,6784566668666067265,3.158747519204923e+18,8.66002630710265e+17
-7758477385896110808,2408072484263599461,,
4580221699371884343,-5362200254877806006,5.19281590912881e+18,-1.2720247051860767e+18
4348291192467184801,-3454733930442763816,,
-1301482988570811119,6279548618344880737,,
-7388568251386948676,1561709668904625059,,
4145409855946932412,1663582813459949336,,
-7818427750624485199,7108663921893044472,,
-3676918460924571551,4833613527601680339,,
9023982141517466253,-750370735826219965,,
-9124417023201844437,1987403064241204818,4.871570182481626e+18,4.3345312164243487e+18
-6231088102876646285,8978325624731842409,,
6232123919681205063,2295446631218728197,,
-2560249512309897647,-5291144964884954537,7.625155848898389e+18,1.0390233301850136e+18
8195484543562897758,-7273241089193543904,,
-8403423652082127149,8398688345828074957,,
-6136536563864895879,-7668237981161338601,,
705666022460383181,6934777733311305255,,
-6941160118402620721,-4609856243086547458,,
1638329965959881499,-925633687264708389,,
3565529965924618240,8555345472225663975,,
6604456446077726530,-728309495247291322,,
-7008572168214555872,-2980285624370760530,,
5267971194562336180,-4732618499931639154,6.769888965427915e+18,5.386041796141135e+18
6388687074571632833,-6688492509856501430,,
3738264040200110962,5948629677388035131,,
4090513500031275834,1500925663586411959,,
-5947908653164576065,-674134812297850703,,
8965205141956012554,2572957233061767464,,
-5379913122084871219,-8710255858725138944,,
4310460645344471650,1142125838129419310,,
9063509055391851033,-1637664798744953722,,
-5482047394620334438,5680740805862060411,,
-1465512014947382831,6805328190740772024,4.628217961203914e+18,3.499177879986195e+18
10344004686829807,8258175583096540839,,
-466456200909113252,-3531035095527404096,,
6694260749439151852,-7020176707237755665,,
-4828235865234207979,-3428689249833769231,-8.801927031408761e+18,2.43606438028646e+18
5522117549092357981,1040835006154839173,,
-8793465863505350361,8972425669122381520,,
4681884690304157605,-2918337676860516345,,
-4210590428751558081,-791846330629802524,-1.8880781207984123e+18,2.8649421427149727e+18
2512562129711737933,-4118109346680001255,,
-7013989838157423555,-5569145515272964438,,
2284448690508687603,-2744125339675255469,,
-3689797389023720360,-8255488817617699684,,
-1060482123695658092,-7534516465809813182,3.576934129582916e+17,8.704361439317334e+18
419052677850647779,-1962273091186947811,,
-5676656470061732359,-6944345206309565617,,
-3190351496440723797,-5528291997859593867,,
-3005387318252577564,8405787340549796628,,
-5018178871092249949,2648667917689069085,,
1197613807618996217,3207617168757028515,,
587493175124121732,-1174244358592827742,,
854373090992696648,-5359087287442978012,,
-1709821986370095583,4093310603626755727,,
2242825826695665920,-9192012854954509353,,
-8650821909238177939,7601181346129723205,,
-2670206677877342905,6819334731662786737,,
-3427597137551401621,2901105592276228461,,
-1816097188506361699,-8481542343787929101,,
8271020616301181402,-2205880789618028514,,
-3190913344369102774,-6793600753896272276,,
163593251653525543,-2019126355061889177,,
6546055400925782597,4632507619651310297,,
-7990232505569582524,2166036234046491447,,
-1069740541658806301,4741779013923736566,,
-6447208828608588072,-6125463310900627800,,
-1130964300935801674,-2760279897274337768,,
-8375392281842496094,3362746183003974922,,
-1565359654838539449,2533121059316357605,,
-6163861826542183613,6439366795023766903,,
-8862919523113561141,7174302221290672402,,
5803369122840905912,-3393705050294097231,,
-6877766827336520976,-6734488514561159211,,
836703356346560142,-3570726699241306027,,
3479135991642374049,-6382130533692158803,,
-8391241467663801148,6170762872959740917,,
7563835053065206036,-3657881672644444260,,
1716835098845345357,696281535589583745,5.74983554543183e+18,3.20028386103468e+18
-9051920707639975952,8217271622169590616,3.3930961198426025e+18,8.090266430648444e+18
-3439321390358237871,-2135446975055241125,,
3728962899237846961,5949233098628796371,,
-5725891197957801596,-3908841013526092219,,
7383905467507020051,-2803426941439827235,,
3354148128877550853,-7598834962318203224,2.608463169274559e+18,-4.646795120717012e+18
-7404452529439467756,7275225488422042621,,
6193328772638174555,-1372884766621321159,-2.4878876019328404e+18,-8.628540577811415e+18
-4056965630170599824,-3596998235655737167,,
-3947100590487594598,-5925855043101351372,,
8913184914953581969,3357649626111864529,,
-5079783640297993607,6540253974566876533,,
4871390416781257495,5911633913098008246,,
-8148864500465460703,8008959296698629893,,
3161994081388222205,-3636086818685633296,,
8972513283666772579,4036898954178257979,,
5595353226334187978,2282633659960604218,,
-1184465078707734782,-586074353595602816,,
5883314439139758102,3842552408180477702,,
-8153200332273293560,-8422087537313951882,,
4856119992839926795,8961860539243740743,-4.933801142080682e+18,-7.495353109682171e+18
1091181295396555235,-8742403141016312913,,
-4229713035896445606,-3911004259857604954,,
-4184228260515634816,-9020702614553482308,,
-4744110485456386769,-4169887639265481489,,
2592370702104711878,1924865124027092530,,
3911162900099551455,4148423207091342939,,
-8660906459200059479,-6307781420562288290,,
-7847997810675171645,8915912692155183888,,
6356230566868230261,-7735621418120725650,,
-7836761121538678730,1487832852979193799,,
4015317057818232663,-741246309191752226,,
-1076373813526768486,-1103596001439434559,,
4881815526811543486,5986808261447518176,,
-1806393482738104433,633119358847110288,,
4091593279141663214,-2599454821903445215,-7.578177941157151e+18,-1.0698015494703903e+18
3855943674051083276,1967654280111182386,,
-5608515553017696696,-7324141275576358678,,
6295882369601739323,-640392169000682898,,
-644836827408396480,-7892730339636627906,,
4955657267013896342,-477595635363731916,8.519247798654896e+18,
7692630156397175135,8502898789655483477,,
-4460130297810055482,-7354150152768639805,,
1526102102222959831,-5923066195031937169,,
-2735136053647015947,7053398425180436531,,
5726160654086912490,-583899560108262327,,
8791369744679514294,6819097928904114144,,
-6266501092062878511,-4589506204471162613,,
1977269443710351252,2384191375930715985,,
-3370676937525727319,-4032013337429359999,,
-4691316384471988516,5957542981445629069,,
7148056389465611631,2928786387397584170,,
4291255379783883704,-5279235871588536119,,
-761430215631306712,-4320601399668697987,,
-1314530626389718644,5220677715571027337,,
-103719200732996305,-3160423071892870805,,
-192221148301665234,-7070066676000303898,,
-193718447890223748,5462752498776190453,,
-4661710139834471749,8914173400867336402,,
1822496613877873331,1933899667556654204,,
-2296286275659337202,-2555675770335793607,,
-5274565060216419578,4869447741386184894,,
-2956629510597734606,3447264061621727343,,
-7872157902644354476,-7295931304601867910,,
-4493882653006627792,-8200858657502074183,,
-8788886539984771904,-5917564524880106951,,
-6535810786162619872,-4258772168721069820,,
-7168944052587234163,-2360716116634196826,,
7979685324468414178,-8681776691670321570,4.623789246628793e+16,-9.08479744612452e+18
1916128052060862220,-1633736400180372144,,
-2189558332783193873,-7534516465809813182,8.519247798654896e+18,5.106796310076905e+18
-6604113571702103296,7829074085833799763,,
-1707761120524492284,5052584082628824993,,
5162576399862096826,3083695200543615936,,
5886280735696068266,2426474212586767887,,
-3603086800288434471,5855185807564876864,,
7826264823884750424,-2384295004654690019,,
3956339559355014338,7244311639653068641,,
5594898283022985516,-8014887840503431969,,
-230950076156100342,5081213558395095135,,
-2639004838515718913,-2689970632907185968,-9.570898174983452e+17,2.357131868356654e+18
-6865956457669251610,7929279321630926807,,
-4996536345956988414,1977641155966566962,,
-8040638029797980183,-3517580052918571114,,
5162719122311793912,-1424977703634815814,,
-7594944074829499482,5447031871285515917,,
-5879423391223623052,-317381246582836153,,
2764035992762082882,-7707243334178182326,,
4003485556259626772,8010675733576313761,,
-2965607885875146664,-4377311932176473329,,
1802190190175854715,2795399595693023639,,
6917109960247097480,6780519930694864197,,
2157224876099596686,-7574795502519550997,,
-5638144187724705594,-547835245595870022,,
8538619564421721318,-6857948368209064475,,
1761748131380533404,-1435178838813408918,,
-1396348814220114153,8384384415180759057,,
8790238791767852123,-8553248027688325186,,
6405032429865087583,4533897255440075682,,
2598336614664029138,-5303996328279607489,,
7665428408479597784,-1925282049468432017,,
-48142896419189061,-4328989066199130950,,
-7613716072889895228,-7617717524713893995,,
3008037146251578948,3286667379379263888,,
1493753302459307571,-8267663736499490674,,
-7201401730898236945,1389794708151880459,,
-1624066869321403116,8972809578497020779,,
-7492680644114190598,892382891439015979,,
208587109435420171,-321418870625429894,,
1991516651021868216,5151264437685965656,,
5524199350336053183,603934104759908909,-6.362950361456653e+18,1.0636534627185252e+18
3087746124269628263,6477141342388710337,,
5033551142489640635,-1138081438695307732,,
-7087768002354006286,-2760279897274337768,,
8966528491834386210,6917048671614792738,,
2546291464094872595,62643323262964853,,
-4679162268772534217,5820740744195977461,,
-5247549499333457831,7833358263809710534,,
1927532782917193551,-2141489623984184408,,
3351706560821313909,3042418616027466234,,
-6563392912746729112,-7323366517074771928,,
-6519174254557059885,6120890509641779292,,
-4286614406137933343,4867322384579005811,-7.088651227854765e+18,-4.625317118078604e+18
-4989877565722044337,572331161804344142,,
2023177793054840061,-278214004278639511,,
4871446467451953769,460830810582352002,,
-5308743648591780811,377362383604422653,,
-1647032100215613083,4984255559051744951,,
3920448527914160548,-7236343543786632248,,
-8986092654183638439,7739037290377159293,,
-2405007844831993554,-6508822226744299650,,
-324473240406748729,-2727762324380605708,,
2121024738757837544,5305027671338387279,,
8934993367143135705,4351941991327623285,,
4269774250533183032,4793909444687370076,,
7775607587814017504,-3911004259857604954,,
-3116067914569215193,4660359962786047761,,
-7804196898001845498,-7290360587126917673,,
-1400557725886693476,1137847317658965610,,
1985265006582780752,2558246598602264356,,
1962889208665177843,-1433222407734384652,,
-8620888775850832762,7960521701692692373,-6.447342291801814e+18,-4.057989416438295e+18
-6207938954440314061,6867159348672824308,,
6284164217401070248,1998644389410101436,,
1360001298138891302,-1283210976987358816,,
-8853296138486851380,-5182876563800994542,,
-8499145408320598153,4217680942348168488,,
4795960214637514360,-5280507324421727342,,
4475379317996741326,-1635465811328206251,,
3017521133826540697,6071812985630002468,,
-3796532374632001810,1740255056745743119,,
-5542507567587441737,6798589531537691636,,
-7200885935092121031,5734041554701416729,,
-1980292471916922248,-7508122822959550570,7.048325784568933e+17,6.84174862468178e+18
-4647045628248852513,-76857013599293949,,
5372718348203906660,8687050758684494923,8.687050758684495e+18,6.589641770703934e+18
4848803037616632358,-2126503180833484981,,
4829086088113670374,-617716673487488341,,
468884544312447428,-103948243738217052,,
-6228502855416839461,-1528548788700780640,,
4123717357943168634,5829514782468285230,-6.385673312676964e+18,5.532458004347765e+18
-7428904235383612474,-8228969081651135966,,
1408627786393353717,2928774424169458701,,
4394696723504155399,8253554968614812414,,
-4195381717295339726,3288040101899549602,,
4818620398978870845,1001050753759723410,,
-258256650629442821,952282429598023241,,
7292903676873527823,-4901339461991447326,,
-6483994567381831632,33070880215470026,,
3232459319655973708,5594701294671082491,-1.6928508111833848e+18,-9.110179324297111e+18
8399763328237523972,7816588419671741894,,
-543275160659434081,241685159621892352,,
-3903773925081339505,-4051510203271230383,-4.0515102032712305e+18,-1.433302505921347e+18
5783291087688911791,-8384891243530385793,-6.037309605315329e+18,6.672067669350316e+16
-2025884114642601885,6525006853457596453,,
2766851534241335375,6980557216295040324,,
-5130140004985000745,-101928012108962047,,
1185306423545397828,4859442071458482113,,
7934692682249855788,4896720227682616565,,
7520501812610549045,-7628664337443515369,,
1553428525771388316,-5800204775390417837,,
-6243197387146931949,487653057433977031,7.689900191296371e+18,-4.716520331305093e+18
6366264730774339540,-1810603163237472341,,
-3180999644054421323,2609360487883578669,,
-3530334171395100636,-3302694824340006219,,
-6522868744950613774,7838447106274237873,9.460065668689018e+17,-1.972748545365461e+18
-8715469216330067697,6819241062509957703,-6.037309605315329e+18,
-2455710942335864938,-6152006410048589713,,
-2841318276236396949,-5148512608504747954,,
-1359539152658333540,2201371229605861280,,
-2385577743397548845,435351847058283209,,
976460543666250640,-6138167570264187578,,
-5646068203474443548,3824660809940414376,,
-1204964977366492374,-9115201383083659136,,
8721849096678928791,8234113498247570758,,
-1364817676396713329,-5296755940932856477,,
-8759494198754443810,7964193758829360937,,
7540976829899204945,-1058407553459963259,,
-9103342734392923410,-846756487019764678,,
4692746836080083522,5992642606188369640,,
-4012511573621221699,9890665334526310,,
2661818099948020542,7176108037882885256,,
-6327850385956178670,-4762396841324576353,,
2914845725043126925,-4776727383094768494,,
-3051185389411599486,-6116177507964755184,,
4719478002354849246,-6073586462010999192,,
-3578732340092987463,8458264037844689441,-5.038227878149495e+18,2.1806266714040822e+18
2047111550086894468,-5105854311291159530,,
-8311906193062839716,4697325130405936099,,
-2846845040608643155,-7064393226674831779,,
-5961841246850297117,405793467236114974,3.9028642171327734e+18,-8.904880806777091e+18
4783406691494595206,9202847876744721623,,
6470681682266427936,-7650657104842982109,,
754676931477566975,-6580144805032029791,-6.037309605315329e+18,4.2673803881594624e+17
9192349830257277104,6143486976328546052,,
825835960743725241,-4008938791179711321,3.507802109027591e+18,
-5145763989013289602,8839817883378718786,,
6411438886417979019,1828515943760351283,,
-2590917322660898535,-1814772692407602265,,
-5874930033054311407,-5190727601549548015,,
4891990862187512576,-3816955438448895401,,
-2016915772248489019,1624652508449097224,,
1497564033382674476,5481678403116197135,,
-1685223540128596367,-7528470208061639347,,
-4645095508104260605,3970642752070084980,,
-2729747734971338325,6659226446681689668,4.3633918980102446e+18,4.383944897797718e+18
7706611966027501626,-7611317104992463882,,
2282444102354390418,-1799242759401661067,8.519247798654896e+18,9.0127608046941e+18
6746143329397223827,-4633636846812513595,,
-2592410751664350696,-3543892043662445520,,
8915238856593625346,-2652075074633089788,,
-3220974016960127123,-3409080400525599957,,
4872947791644686236,8202876879175962852,,
5437731035467330376,7833358263809710534,,
-1438143195483064856,-4957844624599169768,,
5826422826804528523,-4968737290306869678,2.0796010007432225e+18,-4.640336155703345e+18
-6239411267545452211,-2540673996585418360,3.739855882721854e+18,-1.7427451392505556e+18
1308111297533666895,3675402303660617375,,
4755941936822114802,5558540759674133520,,
5579679934509231207,-7325434176762301680,-6.729677101419772e+18,
5395740269412079701,-5963501448222836053,,
9182660641184550203,8911474228405653013,,
-4218236019366780028,7099596672924306529,,
7639338793648489443,1375963439381089687,,
5210453202056624733,9118601892118874340,-2.967551094485004e+17,-4.267595554967783e+18
338888006501652660,8202876879175962852,,
1926845358909554439,-5909281334985985102,,
-4493073704080669748,5009465459114993425,,
-188197689488079584,8219422359743667819,,
-5183458525192744175,-5224482069148996915,,
4786385155085705990,5270143242001679350,,
7340875265549310931,-201922252030150061,,
1405696706221412316,-3770293995258727684,,
8951270751195959419,701167611047521043,,
1104116869489685915,5890448295882111508,,
3599389183689603170,-3167383153997777842,,
-3797209906357678043,5933551117031000370,,
-55243090055575071,-8253124504353671614,6.85473349360917e+18,-1.3742715757389704e+18
142303910940294985,6659764340900598168,,
29326641345939543,1552318349108849016,,
-1244583853635309832,2457181145365981066,,
-2039628327062507039,1810115532060961472,,
-1773284543262688255,815806713896387613,,
6011421423336880993,5141482604083565396,,
-3771454409491437287,1090321053575458279,-7.181902606930176e+18,7.579896433028716e+18
5606586867309283432,8881725174394806689,,
-5018712168524664491,-5218764393103302050,,
5599820752316841181,1564825328721207981,,
-1083082370745409799,-9115965760807443058,,
353990242731051539,4182913241088809286,8.519247798654896e+18,7.686455865728198e+18
-111270507628271415,-3044947973147832086,,
9167300740582849434,-8975239238610947564,,
-6652338853253639487,-2299623492423209114,,
4956777279544236322,3413216458736483461,,
-3828633440207067423,7513943757072309207,8.615174632579977e+18,-4.4885602716308006e+17
3204846363149858230,-4724223449794926701,,
-6301208251118282833,769882110516832404,,
-6496979070859468781,-523024576956022177,-4.075754204908903e+17,-7.00109004586897e+18
3566196076034613492,7634695723050117746,,
7067662396040203251,-6382130533692158803,,
-6162861155384033456,-5778952027638644777,,
379909565695325575,8774014800130886709,,
-6483628357343269159,8972591409547069877,,
1220604962398375890,-8689934003055787989,,
3533359816458540747,47211004686794205,,
-6872760964283096171,-7407753606085009747,,
-1297129757245956355,-510958360126932973,,
-2052103412180323517,-4337751070617629447,-4.6034370044016497e+18,6.365971519432795e+18
-5441640805519310349,3303046892391086925,,
8730749291579776822,1976497646307577842,,
3254245937280855512,-2727317665571388623,,
-5233864639828446158,5326646842614346531,,
-7456630045646577858,2057263823611276063,,
3161898920409070598,-2177155127816722422,,
5008625808281412623,8585968389880692360,,
6252760768730185087,-1322659077593553745,,
-1269611698109690820,5781618235752254053,,
-8437191158018738851,-3826114434264033832,,
8853575648077841932,-1594255557544594923,,
-4041034436914870728,-3717361483392048012,,
4026125236556788516,213833987690422282,,
7123078647543683334,-3706390212883669298,,
4062276899738740325,8299213389005812686,,
1743505034518470989,8604732569162452868,,
-3380422932244961741,-8454397354437725433,,
-4813416820873580520,-9192012854954509353,,
5929034447889018109,-167120727919937667,,
-4803989156493334614,8458876024484122415,,
-5364806073192067653,-6270775669844203483,,
5434252213990216667,777264161657416331,,
-2476837592247254413,-9023707277587557625,,
